Longitudinal,Prismatic,Length-displacement,Beam-draught,Length-beam,Froude,label
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,-1.6124515496597094,-0.6861425708457485
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,-1.3643820804812927,-0.6755716477830952
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,-1.116312611302876,-0.6623579939547785
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,-0.868243142124459,-0.6418768305208878
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,-0.6201736729460423,-0.6154495228642546
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,-0.37210420376762554,-0.5731658306136413
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,-0.12403473458920851,-0.5209718979917907
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,0.12403473458920795,-0.4449933884789701
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,0.372104203767625,-0.3637294174348228
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,0.6201736729460414,-0.22036127339758738
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,0.8682431421244584,0.09478437040776416
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,1.1163126113028754,0.6352228119859142
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,1.3643820804812918,1.4703257339355251
0.05415695768289328,0.16616242829190056,-0.03418366616088694,0.09717081785611147,-0.14870297558273307,1.612451549659709,2.576308559365627
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,-1.6124515496597094,-0.6907673496856593
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,-1.3643820804812927,-0.6821784746972535
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,-1.116312611302876,-0.6689648208689369
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,-0.868243142124459,-0.6498050228178778
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,-0.6201736729460423,-0.6233777151612445
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,-0.37210420376762554,-0.5883615325162055
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,-0.12403473458920851,-0.5394710133514339
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,0.12403473458920795,-0.4760454749755141
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,0.372104203767625,-0.3888353597086244
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,0.6201736729460414,-0.2236646868546665
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,0.8682431421244584,0.09874846655625918
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,1.1163126113028754,0.6999697157446657
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,1.3643820804812918,1.6196400221955027
0.05415695768289328,0.20916917443802802,-0.03418366616088694,-1.6386155865823209,1.749554762103511,1.612451549659709,2.7289262610826834
0.05415695768289328,0.03714218985351821,-0.03418366616088694,2.5820860915784976,-1.8046299382452011,-1.6124515496597094,-0.6874639362285802
0.05415695768289328,0.03714218985351821,-0.03418366616088694,2.5820860915784976,-1.8046299382452011,-1.3643820804812927,-0.6742502824002635
0.05415695768289328,0.03714218985351821,-0.03418366616088694,2.5820860915784976,-1.8046299382452011,-1.116312611302876,-0.656411849732036
